timestamp,http_client_request_count_amf,http_client_response_count_amf,http_server_request_count_amf,cpu_amf_system,cpu_amf_user,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_used_cm_globalP_amf,phoenix_memory_used_cm_packetP_amf,phoenix_memory_used_cm_sessionP_amf,phoenix_memory_used_cm_transactionP_amf
2024-02-19 07:28:54,7,7,3,0.01,0.009999999999999998,0,0,0,10000,37684,0,5184,592
2024-02-19 07:28:55,7,7,3,0.01,0.009999999999999998,2,0,0,9998,37684,0,5184,592
2024-02-19 07:28:56,64,64,3,0.04,0.03,22,0,0,9978,41332,17955,21809,3784
2024-02-19 07:28:57,124,124,3,0.07,0.06,42,0,0,9958,45172,36855,39309,7144
2024-02-19 07:28:58,184,184,3,0.09000000000000001,0.1,62,0,0,9938,49012,55755,56809,10504
2024-02-19 07:28:59,244,244,3,0.13,0.11,82,0,0,9918,52852,74655,74309,13864
2024-02-19 07:29:00,305,304,3,0.18,0.15000000000000002,102,0,0,9898,56692,93555,91809,21307
2024-02-19 07:29:01,364,364,3,0.19,0.19,122,0,0,9878,60532,112455,109309,20584
2024-02-19 07:29:02,425,424,3,0.23,0.24,142,0,0,9858,64372,133294,128308,28027
2024-02-19 07:29:03,484,484,3,0.26,0.28,162,0,0,9838,68212,150255,144309,27304
2024-02-19 07:29:04,544,544,3,0.3,0.31000000000000005,182,0,0,9818,72052,169155,161809,30664
2024-02-19 07:29:05,605,604,3,0.33,0.3700000000000001,202,0,0,9798,75892,188055,179309,38107
2024-02-19 07:29:06,664,664,3,0.37,0.41,222,0,0,9778,79732,206955,196809,37384
2024-02-19 07:29:07,725,724,3,0.41,0.4400000000000001,242,0,0,9758,83572,225855,215808,44827
2024-02-19 07:29:08,785,784,3,0.45,0.4900000000000001,262,0,0,9738,87412,244755,231809,48187
2024-02-19 07:29:09,845,844,3,0.51,0.53,282,0,0,9718,91252,264439,250808,51547
2024-02-19 07:29:10,905,904,3,0.5599999999999999,0.59,302,0,0,9698,95092,283339,268308,54907
2024-02-19 07:29:11,965,964,3,0.59,0.66,322,0,0,9678,98932,302239,285808,58267
2024-02-19 07:29:12,1025,1024,3,0.62,0.72,342,0,0,9658,102772,321139,303308,61627
2024-02-19 07:29:13,1085,1084,3,0.65,0.7999999999999999,362,0,0,9638,106612,340039,320808,64987
2024-02-19 07:29:14,1145,1144,3,0.6799999999999999,0.89,382,0,0,9618,110452,358939,338308,68347
2024-02-19 07:29:15,1205,1204,3,0.73,0.92,402,0,0,9598,114292,377055,354309,70853
2024-02-19 07:29:16,1265,1264,3,0.77,0.98,422,0,0,9578,118132,396739,373308,75067
2024-02-19 07:29:17,1325,1324,3,0.83,1.02,442,0,0,9558,121972,415639,390808,78427
2024-02-19 07:29:18,1385,1384,3,0.87,1.1,462,0,0,9538,125812,434539,408308,81787
2024-02-19 07:29:19,1445,1444,3,0.91,1.17,482,0,0,9518,129652,452655,425808,85147
2024-02-19 07:29:20,1505,1504,3,0.95,1.24,502,0,0,9498,133492,471555,443308,88507
2024-02-19 07:29:21,1565,1564,3,1.0,1.3,522,0,0,9478,137332,490455,460808,91867
2024-02-19 07:29:22,1625,1624,3,1.05,1.36,542,0,0,9458,141172,509355,478308,95227
2024-02-19 07:29:23,1685,1684,3,1.1,1.46,562,0,0,9438,145012,528255,495808,98587
2024-02-19 07:29:24,1745,1744,3,1.12,1.55,582,0,0,9418,148852,547155,513308,101947
2024-02-19 07:29:25,1805,1804,3,1.17,1.62,602,0,0,9398,152692,566055,530808,105307
2024-02-19 07:29:26,1865,1864,3,1.24,1.69,622,0,1,9377,156532,584955,548308,108667
2024-02-19 07:29:27,1927,1925,3,1.32,1.85,642,0,0,9358,160404,604639,567307,116071
2024-02-19 07:29:28,1985,1984,3,1.36,1.97,662,0,0,9338,164212,623539,583308,115387
2024-02-19 07:29:29,2045,2044,3,1.42,2.04,682,0,0,9318,168052,642439,600808,118747
2024-02-19 07:29:30,2105,2104,3,1.48,2.12,702,0,0,9298,171892,661339,618308,122107
2024-02-19 07:29:31,2165,2164,3,1.52,2.23,722,0,0,9278,175732,680239,635808,125467
2024-02-19 07:29:32,2225,2224,3,1.58,2.32,742,0,0,9258,179572,699139,653308,128827
2024-02-19 07:29:33,2285,2284,3,1.63,2.41,762,0,0,9238,183412,718039,670808,132187
2024-02-19 07:29:34,2345,2344,3,1.69,2.49,782,0,0,9218,187252,736939,688308,135547
2024-02-19 07:29:35,2405,2404,3,1.78,2.54,802,0,0,9198,191092,755839,705808,138907
2024-02-19 07:29:36,2465,2464,3,1.83,2.61,822,0,0,9178,194932,774739,723308,142267
2024-02-19 07:29:37,2525,2524,3,1.92,2.68,842,0,0,9158,198772,793639,740808,145627
2024-02-19 07:29:38,2586,2585,3,1.96,2.74,862,0,0,9138,202676,812539,758308,148948
2024-02-19 07:29:39,2645,2644,3,2.01,2.81,882,0,0,9118,206452,831439,775808,152347
2024-02-19 07:29:40,2705,2704,3,2.07,2.89,902,0,0,9098,210292,850339,793308,155707
2024-02-19 07:29:41,2765,2764,3,2.13,3.01,922,0,0,9078,214132,869239,810808,159067
2024-02-19 07:29:42,2825,2824,3,2.18,3.11,942,0,0,9058,217972,888139,828308,162427
2024-02-19 07:29:43,2885,2884,3,2.25,3.21,962,0,0,9038,221812,907039,845808,165787
2024-02-19 07:29:44,2945,2944,3,2.29,3.33,982,0,0,9018,225652,925939,863308,169147
